ano	periodo	codigo	disciplina	matricula	num_Nota	nota	media	situacao
2011	2	1301014	Administração	081331	1	5.5	7.5	A
2011	2	1301014	Administração	081331	2	8.5	7.5	A
2011	2	1301014	Administração	081331	3	8.5	7.5	A
2011	2	1301014	Administração	102306	1	7.5	8	A
2011	2	1301014	Administração	102306	2	8	8	A
2011	2	1301014	Administração	102306	3	8.5	8	A
2011	2	1301014	Administração	10245	1	7.5	8	A
2011	2	1301014	Administração	10245	2	8	8	A
2011	2	1301014	Administração	10245	3	8.5	8	A
2011	2	1301014	Administração	102173	1	7	8.3	A
2011	2	1301014	Administração	102173	2	9	8.3	A
2011	2	1301014	Administração	102173	3	9	8.3	A
2011	2	1301014	Administração	111693	1	10	9.3	A
2011	2	1301014	Administração	111693	2	9	9.3	A
2011	2	1301014	Administração	111693	3	9	9.3	A
2011	2	1301014	Administração	1121	1	9.5	9	A
2011	2	1301014	Administração	1121	2	9	9	A
2011	2	1301014	Administração	1121	3	8.5	9	A
2012	1	1301014	Administração	052135	1	7.5	7.9	A
2012	1	1301014	Administração	052135	2	8.2	7.9	A
2012	1	1301014	Administração	052135	3	8	7.9	A
2012	1	1301014	Administração	07243	1	8.5	8.7	A
2012	1	1301014	Administração	07243	2	8.5	8.7	A
2012	1	1301014	Administração	07243	3	9.1	8.7	A
2012	1	1301014	Administração	082350	1	7.1	8.2	A
2012	1	1301014	Administração	082350	2	8	8.2	A
2012	1	1301014	Administração	082350	3	9.6	8.2	A
2012	1	1301014	Administração	102342	F	5.5	5.3	A
2012	1	1301014	Administração	102342	1	7.5	5.3	A
2012	1	1301014	Administração	102342	2	4.5	5.3	A
2012	1	1301014	Administração	102342	3	3.5	5.3	A
2012	1	1301014	Administração	102313	F	5.5	6.2	A
2012	1	1301014	Administração	102313	1	8	6.2	A
2012	1	1301014	Administração	102313	2	5	6.2	A
2012	1	1301014	Administração	102313	3	7	6.2	A
2012	1	1301014	Administração	11137	1	6	7	A
2012	1	1301014	Administração	11137	2	7	7	A
2012	1	1301014	Administração	11137	3	8	7	A
2012	1	1301014	Administração	111588	1	8	7	A
2012	1	1301014	Administração	111588	2	5	7	A
2012	1	1301014	Administração	111588	3	8	7	A
2012	1	1301014	Administração	111512	1	8	7.3	A
2012	1	1301014	Administração	111512	2	6	7.3	A
2012	1	1301014	Administração	111512	3	8	7.3	A
2012	1	1301014	Administração	111307	1	6.5	2.4	R
2012	1	1301014	Administração	111307	2	5.5	2.4	R
2012	1	1301014	Administração	112481	1	8.5	2.7	R
2012	1	1301014	Administração	112481	2	5	2.7	R
2012	1	1301014	Administração	112356	1	8.5	7	A
2012	1	1301014	Administração	112356	2	5.5	7	A
2012	1	1301014	Administração	112356	3	7.1	7	A
2012	2	1301014	Administração	072703	1	9.5	8.5	A
2012	2	1301014	Administração	072703	2	8	8.5	A
2012	2	1301014	Administração	072703	3	8.1	8.5	A
2012	2	1301014	Administração	072540	1	7	8	A
2012	2	1301014	Administração	072540	2	8.5	8	A
2012	2	1301014	Administração	072540	3	8.5	8	A
2012	2	1301014	Administração	081513	1	9.5	9.7	A
2012	2	1301014	Administração	081513	2	9.5	9.7	A
2012	2	1301014	Administração	081513	3	10	9.7	A
2012	2	1301014	Administração	081700	1	10	10	A
2012	2	1301014	Administração	081700	2	10	10	A
2012	2	1301014	Administração	081700	3	10	10	A
2012	2	1301014	Administração	101299	1	7	7.7	A
2012	2	1301014	Administração	101299	2	8	7.7	A
2012	2	1301014	Administração	101299	3	8	7.7	A
2012	2	1301014	Administração	111190	1	8	8	A
2012	2	1301014	Administração	111190	2	8	8	A
2012	2	1301014	Administração	111190	3	8	8	A
2012	2	1301014	Administração	112137	1	7.6	7.9	A
2012	2	1301014	Administração	112137	2	8	7.9	A
2012	2	1301014	Administração	112137	3	8	7.9	A
2012	2	1301014	Administração	112578	1	3.7	7	A
2012	2	1301014	Administração	112578	2	8.8	7	A
2012	2	1301014	Administração	112578	3	8.5	7	A
2012	2	1301014	Administração	112406	1	7	8.1	A
2012	2	1301014	Administração	112406	2	9.4	8.1	A
2012	2	1301014	Administração	112406	3	8	8.1	A
2012	2	1301014	Administração	11254	1	7.5	7	A
2012	2	1301014	Administração	11254	2	5.5	7	A
2012	2	1301014	Administração	11254	3	8	7	A
2012	2	1301014	Administração	112742	1	8	7.7	A
2012	2	1301014	Administração	112742	2	9	7.7	A
2012	2	1301014	Administração	112742	3	6	7.7	A
2012	2	1301014	Administração	112791	F	2.4	4.4	R
2012	2	1301014	Administração	112791	1	3.5	4.4	R
2012	2	1301014	Administração	112791	2	6.2	4.4	R
2012	2	1301014	Administração	112791	3	7.8	4.4	R
2012	2	1301014	Administração	121746	1	9	9	A
2012	2	1301014	Administração	121746	2	9	9	A
2012	2	1301014	Administração	121746	3	9	9	A
2012	2	1301014	Administração	121415	1	8	8	A
2012	2	1301014	Administração	121415	2	9	8	A
2012	2	1301014	Administração	121415	3	7	8	A
2012	2	1301014	Administração	121421	1	8	9	A
2012	2	1301014	Administração	121421	2	9	9	A
2012	2	1301014	Administração	121421	3	10	9	A
2012	2	1301014	Administração	121225	F	4	5	A
2012	2	1301014	Administração	121225	1	6	5	A
2012	2	1301014	Administração	121225	2	5.1	5	A
2012	2	1301014	Administração	121225	3	6	5	A
2012	2	1301014	Administração	121266	1	8	9.3	A
2012	2	1301014	Administração	121266	2	10	9.3	A
2012	2	1301014	Administração	121266	3	10	9.3	A
2012	2	1301014	Administração	121750	F	5.8	5.7	A
2012	2	1301014	Administração	121750	1	3.5	5.7	A
2012	2	1301014	Administração	121750	2	5.4	5.7	A
2012	2	1301014	Administração	121750	3	8	5.7	A
2012	2	1301014	Administração	122124	1	7	8.3	A
2012	2	1301014	Administração	122124	2	9	8.3	A
2012	2	1301014	Administração	122124	3	9	8.3	A
2011	1	1109049	Álgebra Linear	082614	F	7	5.6	A
2011	1	1109049	Álgebra Linear	082614	1	6.7	5.6	A
2011	1	1109049	Álgebra Linear	082614	2	2.9	5.6	A
2011	1	1109049	Álgebra Linear	082614	3	4.5	5.6	A
2011	1	1109049	Álgebra Linear	082775	1	5.8	0	F
2011	1	1109049	Álgebra Linear	091659	2	0.5	0.2	R
2011	1	1109049	Álgebra Linear	092117	1	7.2	7.2	A
2011	1	1109049	Álgebra Linear	092117	2	8.2	7.2	A
2011	1	1109049	Álgebra Linear	092117	3	6.1	7.2	A
2011	1	1109049	Álgebra Linear	09211	F	6.3	5.6	A
2011	1	1109049	Álgebra Linear	09211	1	5.1	5.6	A
2011	1	1109049	Álgebra Linear	09211	2	9.6	5.6	A
2011	1	1109049	Álgebra Linear	09211	3	1	5.6	A
2011	1	1109049	Álgebra Linear	092335	1	6	0	F
2011	1	1109049	Álgebra Linear	092153	1	6.2	7.4	A
2011	1	1109049	Álgebra Linear	092153	2	9.3	7.4	A
2011	1	1109049	Álgebra Linear	092153	3	6.6	7.4	A
2011	1	1109049	Álgebra Linear	092697	1	1.2	0	F
2011	1	1109049	Álgebra Linear	092697	2	2	0	F
2011	1	1109049	Álgebra Linear	092697	3	2.2	0	F
2011	1	1109049	Álgebra Linear	0923	F	4.8	5.3	A
2011	1	1109049	Álgebra Linear	0923	1	5.2	5.3	A
2011	1	1109049	Álgebra Linear	0923	2	7	5.3	A
2011	1	1109049	Álgebra Linear	0923	3	4.6	5.3	A
2011	1	1109049	Álgebra Linear	092665	1	4.2	1.4	R
2011	1	1109049	Álgebra Linear	101144	F	6.9	6.5	A
2011	1	1109049	Álgebra Linear	101144	1	7.2	6.5	A
2011	1	1109049	Álgebra Linear	101144	2	5.5	6.5	A
2011	1	1109049	Álgebra Linear	101144	3	6.2	6.5	A
2011	1	1109049	Álgebra Linear	101132	F	5.4	5.2	A
2011	1	1109049	Álgebra Linear	101132	1	5.8	5.2	A
2011	1	1109049	Álgebra Linear	101132	2	5.8	5.2	A
2011	1	1109049	Álgebra Linear	101132	3	3.7	5.2	A
2011	1	1109049	Álgebra Linear	101329	1	6	7	A
2011	1	1109049	Álgebra Linear	101329	2	7	7	A
2011	1	1109049	Álgebra Linear	101329	3	8	7	A
2011	1	1109049	Álgebra Linear	101241	1	5.2	1.7	R
2011	1	1109049	Álgebra Linear	101241	3	0	1.7	R
2011	1	1109049	Álgebra Linear	101701	1	6.4	3	R
2011	1	1109049	Álgebra Linear	101701	2	2.7	3	R
2011	1	1109049	Álgebra Linear	101701	3	0	3	R
2011	1	1109049	Álgebra Linear	101431	F	5.8	5	A
2011	1	1109049	Álgebra Linear	101431	1	6	5	A
2011	1	1109049	Álgebra Linear	101431	2	5	5	A
2011	1	1109049	Álgebra Linear	101431	3	2.4	5	A
2011	1	1109049	Álgebra Linear	10121	F	4.1	4.3	R
2011	1	1109049	Álgebra Linear	10121	1	7	4.3	R
2011	1	1109049	Álgebra Linear	10121	2	4.7	4.3	R
2011	1	1109049	Álgebra Linear	10121	3	1.9	4.3	R
2011	1	1109049	Álgebra Linear	101192	F	6.2	5.6	A
2011	1	1109049	Álgebra Linear	101192	1	8	5.6	A
2011	1	1109049	Álgebra Linear	101192	2	5.7	5.6	A
2011	1	1109049	Álgebra Linear	101192	3	2	5.6	A
2011	1	1109049	Álgebra Linear	10188	1	6	3.6	R
2011	1	1109049	Álgebra Linear	10188	2	3.8	3.6	R
2011	1	1109049	Álgebra Linear	10188	3	1	3.6	R
2011	1	1109049	Álgebra Linear	101483	F	7.9	7.1	A
2011	1	1109049	Álgebra Linear	101483	1	6.7	7.1	A
2011	1	1109049	Álgebra Linear	101483	2	6.5	7.1	A
2011	1	1109049	Álgebra Linear	101483	3	6.2	7.1	A
2011	1	1109049	Álgebra Linear	101136	F	7	5.8	A
2011	1	1109049	Álgebra Linear	101136	1	5.3	5.8	A
2011	1	1109049	Álgebra Linear	101136	2	8.8	5.8	A
2011	1	1109049	Álgebra Linear	101136	3	1	5.8	A
2011	1	1109049	Álgebra Linear	10161	F	4.5	4.2	R
2011	1	1109049	Álgebra Linear	10161	1	4	4.2	R
2011	1	1109049	Álgebra Linear	10161	2	4.5	4.2	R
2011	1	1109049	Álgebra Linear	10161	3	3.5	4.2	R
2011	1	1109049	Álgebra Linear	101724	1	9.1	8.2	A
2011	1	1109049	Álgebra Linear	101724	2	8.5	8.2	A
2011	1	1109049	Álgebra Linear	101724	3	6.9	8.2	A
2011	1	1109049	Álgebra Linear	101316	1	5.5	7	A
2011	1	1109049	Álgebra Linear	101316	2	7.6	7	A
2011	1	1109049	Álgebra Linear	101316	3	7.9	7	A
2011	1	1109049	Álgebra Linear	101781	1	5	3.2	R
2011	1	1109049	Álgebra Linear	101781	3	4.5	3.2	R
2011	1	1109049	Álgebra Linear	101545	1	4.6	7.6	A
2011	1	1109049	Álgebra Linear	101545	2	9	7.6	A
2011	1	1109049	Álgebra Linear	101545	3	9.1	7.6	A
2011	1	1109049	Álgebra Linear	101621	F	6	5.8	A
2011	1	1109049	Álgebra Linear	101621	1	6.7	5.8	A
2011	1	1109049	Álgebra Linear	101621	2	6.8	5.8	A
2011	1	1109049	Álgebra Linear	101621	3	3.5	5.8	A
2011	1	1109049	Álgebra Linear	101397	1	9	9.3	A
2011	1	1109049	Álgebra Linear	101397	2	9.8	9.3	A
2011	1	1109049	Álgebra Linear	101397	3	9	9.3	A
2011	1	1109049	Álgebra Linear	101601	F	5.6	5	A
2011	1	1109049	Álgebra Linear	101601	1	5.4	5	A
2011	1	1109049	Álgebra Linear	101601	2	5	5	A
2011	1	1109049	Álgebra Linear	101601	3	3.4	5	A
2011	1	1109049	Álgebra Linear	101661	F	4.5	5.4	A
2011	1	1109049	Álgebra Linear	101661	1	5.6	5.4	A
2011	1	1109049	Álgebra Linear	101661	2	7	5.4	A
2011	1	1109049	Álgebra Linear	101661	3	5.5	5.4	A
2011	1	1109049	Álgebra Linear	101393	F	5.8	6.1	A
2011	1	1109049	Álgebra Linear	101393	1	5	6.1	A
2011	1	1109049	Álgebra Linear	101393	2	7.8	6.1	A
2011	1	1109049	Álgebra Linear	101393	3	6	6.1	A
2011	1	1109049	Álgebra Linear	101673	1	6.8	8.2	A
2011	1	1109049	Álgebra Linear	101673	2	9.6	8.2	A
2011	1	1109049	Álgebra Linear	101673	3	8.1	8.2	A
2011	1	1109049	Álgebra Linear	101251	1	7	7.5	A
2011	1	1109049	Álgebra Linear	101251	2	8.7	7.5	A
2011	1	1109049	Álgebra Linear	101251	3	6.7	7.5	A
2011	1	1109049	Álgebra Linear	101797	F	4.1	5.1	A
2011	1	1109049	Álgebra Linear	101797	1	7.8	5.1	A
2011	1	1109049	Álgebra Linear	101797	2	5.4	5.1	A
2011	1	1109049	Álgebra Linear	101797	3	4.2	5.1	A
2011	1	1109049	Álgebra Linear	101492	F	7.5	6.6	A
2011	1	1109049	Álgebra Linear	101492	1	6.8	6.6	A
2011	1	1109049	Álgebra Linear	101492	2	5.4	6.6	A
2011	1	1109049	Álgebra Linear	101492	3	5.8	6.6	A
2011	1	1109049	Álgebra Linear	101392	1	7.8	8.9	A
2011	1	1109049	Álgebra Linear	101392	2	9.6	8.9	A
2011	1	1109049	Álgebra Linear	101392	3	9.3	8.9	A
2011	1	1109049	Álgebra Linear	101125	F	7.3	6.7	A
2011	1	1109049	Álgebra Linear	101125	1	5.9	6.7	A
2011	1	1109049	Álgebra Linear	101125	2	7.4	6.7	A
2011	1	1109049	Álgebra Linear	101125	3	5.6	6.7	A
2011	1	1109049	Álgebra Linear	101351	1	3.8	2.3	R
2011	1	1109049	Álgebra Linear	101351	2	2.5	2.3	R
2011	1	1109049	Álgebra Linear	101351	3	0.5	2.3	R
2011	1	1109049	Álgebra Linear	101748	1	7.5	7	A
2011	1	1109049	Álgebra Linear	101748	2	9.8	7	A
2011	1	1109049	Álgebra Linear	101748	3	3.7	7	A
2011	1	1109049	Álgebra Linear	101534	1	6.8	2.3	R
2011	1	1109049	Álgebra Linear	101253	2	3.6	1.2	R
2011	1	1109049	Álgebra Linear	101458	1	8.1	3.4	R
2011	1	1109049	Álgebra Linear	101458	2	0.7	3.4	R
2011	1	1109049	Álgebra Linear	101458	3	1.5	3.4	R
2011	1	1109049	Álgebra Linear	101290	1	4.9	3.1	R
2011	1	1109049	Álgebra Linear	101290	2	4	3.1	R
2011	1	1109049	Álgebra Linear	101290	3	0.5	3.1	R
2011	1	1109049	Álgebra Linear	101366	2	0	0	F
2011	1	1109049	Álgebra Linear	102639	F	6	5.8	A
2011	1	1109049	Álgebra Linear	102639	1	5.3	5.8	A
2011	1	1109049	Álgebra Linear	102639	2	6.5	5.8	A
2011	1	1109049	Álgebra Linear	102639	3	5.1	5.8	A
2011	1	1109049	Álgebra Linear	102203	1	4	3.3	R
2011	1	1109049	Álgebra Linear	102203	2	3.3	3.3	R
2011	1	1109049	Álgebra Linear	102203	3	2.5	3.3	R
2011	1	1109049	Álgebra Linear	102773	1	6	3.5	R
2011	1	1109049	Álgebra Linear	102773	2	4.5	3.5	R
2011	1	1109049	Álgebra Linear	102773	3	0	3.5	R
2011	1	1109049	Álgebra Linear	102419	F	5.4	4.7	R
2011	1	1109049	Álgebra Linear	102419	1	7.3	4.7	R
2011	1	1109049	Álgebra Linear	102419	2	2.7	4.7	R
2011	1	1109049	Álgebra Linear	102419	3	3	4.7	R
2011	1	1109049	Álgebra Linear	1022	F	5.7	5.5	A
2011	1	1109049	Álgebra Linear	1022	1	6.1	5.5	A
2011	1	1109049	Álgebra Linear	1022	2	4.5	5.5	A
2011	1	1109049	Álgebra Linear	1022	3	5.7	5.5	A
2011	1	1109049	Álgebra Linear	102186	1	4.1	1.9	R
2011	1	1109049	Álgebra Linear	102186	2	1.6	1.9	R
2011	1	1109049	Álgebra Linear	102721	1	1	1	R
2011	1	1109049	Álgebra Linear	102721	2	0.5	1	R
2011	1	1109049	Álgebra Linear	102721	3	1.5	1	R
2011	1	1109049	Álgebra Linear	102541	1	3.8	1.3	R
2011	1	1109049	Álgebra Linear	102541	3	0	1.3	R
2011	1	1109049	Álgebra Linear	102365	1	1	0.3	R
2011	1	1109049	Álgebra Linear	102402	F	4.3	5.1	A
2011	1	1109049	Álgebra Linear	102402	1	5.7	5.1	A
2011	1	1109049	Álgebra Linear	102402	2	4.1	5.1	A
2011	1	1109049	Álgebra Linear	102402	3	7	5.1	A
2011	1	1109049	Álgebra Linear	111693	F	4.8	5	A
2011	1	1109049	Álgebra Linear	111693	1	5.5	5	A
2011	1	1109049	Álgebra Linear	111693	2	6.8	5	A
2011	1	1109049	Álgebra Linear	111693	3	3.3	5	A
2011	1	1109049	Álgebra Linear	111469	1	7	3.8	R
2011	1	1109049	Álgebra Linear	111469	2	2.8	3.8	R
2011	1	1109049	Álgebra Linear	111469	3	1.5	3.8	R
2011	2	1109049	Álgebra Linear	082775	F	4	4	R
2011	2	1109049	Álgebra Linear	082775	1	7.5	4	R
2011	2	1109049	Álgebra Linear	082775	2	2	4	R
2011	2	1109049	Álgebra Linear	082775	3	2.5	4	R
2011	2	1109049	Álgebra Linear	091562	F	5.8	5.7	A
2011	2	1109049	Álgebra Linear	091562	1	6.1	5.7	A
2011	2	1109049	Álgebra Linear	091562	2	10	5.7	A
2011	2	1109049	Álgebra Linear	091562	3	1	5.7	A
2011	2	1109049	Álgebra Linear	091659	1	3	2.8	R
2011	2	1109049	Álgebra Linear	091659	2	1	2.8	R
2011	2	1109049	Álgebra Linear	091659	3	4.5	2.8	R
2011	2	1109049	Álgebra Linear	092786	1	3.5	1.3	R
2011	2	1109049	Álgebra Linear	092786	2	0	1.3	R
2011	2	1109049	Álgebra Linear	092786	3	0.5	1.3	R
2011	2	1109049	Álgebra Linear	092552	F	5.3	5.1	A
2011	2	1109049	Álgebra Linear	092552	1	6.3	5.1	A
2011	2	1109049	Álgebra Linear	092552	2	4.8	5.1	A
2011	2	1109049	Álgebra Linear	092552	3	3.5	5.1	A
2011	2	1109049	Álgebra Linear	092335	F	4	4.1	R
2011	2	1109049	Álgebra Linear	092335	1	7	4.1	R
2011	2	1109049	Álgebra Linear	092335	2	2.5	4.1	R
2011	2	1109049	Álgebra Linear	092335	3	3	4.1	R
2011	2	1109049	Álgebra Linear	09275	1	2	2.7	R
2011	2	1109049	Álgebra Linear	09275	2	2	2.7	R
2011	2	1109049	Álgebra Linear	09275	3	4	2.7	R
2011	2	1109049	Álgebra Linear	092533	1	6.2	8.2	A
2011	2	1109049	Álgebra Linear	092533	2	10	8.2	A
2011	2	1109049	Álgebra Linear	092533	3	8.5	8.2	A
2011	2	1109049	Álgebra Linear	092477	1	1.7	0.9	R
2011	2	1109049	Álgebra Linear	092477	3	1	0.9	R
2011	2	1109049	Álgebra Linear	092697	2	2.8		F
2011	2	1109049	Álgebra Linear	092665	1	6	7.3	A
2011	2	1109049	Álgebra Linear	092665	2	10	7.3	A
2011	2	1109049	Álgebra Linear	092665	3	6	7.3	A
2011	2	1109049	Álgebra Linear	101523	F	5.7	5	A
2011	2	1109049	Álgebra Linear	101523	1	8.3	5	A
2011	2	1109049	Álgebra Linear	101523	2	2	5	A
2011	2	1109049	Álgebra Linear	101523	3	3.2	5	A
2011	2	1109049	Álgebra Linear	101339	1	5.4	7	A
2011	2	1109049	Álgebra Linear	101339	2	8	7	A
2011	2	1109049	Álgebra Linear	101339	3	7.5	7	A
2011	2	1109049	Álgebra Linear	101461	1	6	2.7	R
2011	2	1109049	Álgebra Linear	101461	2	1	2.7	R
2011	2	1109049	Álgebra Linear	101461	3	1	2.7	R
2011	2	1109049	Álgebra Linear	101241	1	9.5	7.5	A
2011	2	1109049	Álgebra Linear	101241	2	6.5	7.5	A
2011	2	1109049	Álgebra Linear	101241	3	6.5	7.5	A
2011	2	1109049	Álgebra Linear	10194	1	7.5	8.2	A
2011	2	1109049	Álgebra Linear	10194	2	8.8	8.2	A
2011	2	1109049	Álgebra Linear	10194	3	8.3	8.2	A
2011	2	1109049	Álgebra Linear	10188	F	5	5.1	A
2011	2	1109049	Álgebra Linear	10188	1	6.5	5.1	A
2011	2	1109049	Álgebra Linear	10188	2	5.8	5.1	A
2011	2	1109049	Álgebra Linear	10188	3	3	5.1	A
2011	2	1109049	Álgebra Linear	101496	1	5.7	8.2	A
2011	2	1109049	Álgebra Linear	101496	2	9	8.2	A
2011	2	1109049	Álgebra Linear	101496	3	10	8.2	A
2011	2	1109049	Álgebra Linear	101324	1	5	2.5	R
2011	2	1109049	Álgebra Linear	101324	2	1.5	2.5	R
2011	2	1109049	Álgebra Linear	101324	3	1	2.5	R
2011	2	1109049	Álgebra Linear	10161	1	1.5		F
2011	2	1109049	Álgebra Linear	101508	1	3.3		F
2011	2	1109049	Álgebra Linear	101508	3	1		F
2011	2	1109049	Álgebra Linear	101781	F	5	5.6	A
2011	2	1109049	Álgebra Linear	101781	1	7	5.6	A
2011	2	1109049	Álgebra Linear	101781	2	6.5	5.6	A
2011	2	1109049	Álgebra Linear	101781	3	4.5	5.6	A
2011	2	1109049	Álgebra Linear	101739	F	3.5	5.1	A
2011	2	1109049	Álgebra Linear	101739	1	7.5	5.1	A
2011	2	1109049	Álgebra Linear	101739	2	8	5.1	A
2011	2	1109049	Álgebra Linear	101739	3	3	5.1	A
2011	2	1109049	Álgebra Linear	101116	F	4.5	4.2	R
2011	2	1109049	Álgebra Linear	101116	1	6	4.2	R
2011	2	1109049	Álgebra Linear	101116	2	3	4.2	R
2011	2	1109049	Álgebra Linear	101116	3	3	4.2	R
2011	2	1109049	Álgebra Linear	101169	1	6.5	7.2	A
2011	2	1109049	Álgebra Linear	101169	2	6	7.2	A
2011	2	1109049	Álgebra Linear	101169	3	9	7.2	A
2011	2	1109049	Álgebra Linear	10174	1	9.8	9	A
2011	2	1109049	Álgebra Linear	10174	2	7.8	9	A
2011	2	1109049	Álgebra Linear	10174	3	9.5	9	A
2011	2	1109049	Álgebra Linear	101351	1	8	7	A
2011	2	1109049	Álgebra Linear	101351	2	7	7	A
2011	2	1109049	Álgebra Linear	101351	3	6	7	A
2011	2	1109049	Álgebra Linear	101616	F	8.5	6.2	A
2011	2	1109049	Álgebra Linear	101616	1	6.8	6.2	A
2011	2	1109049	Álgebra Linear	101616	2	4	6.2	A
2011	2	1109049	Álgebra Linear	101616	3	3	6.2	A
2011	2	1109049	Álgebra Linear	101534	F	6.8	5.5	A
2011	2	1109049	Álgebra Linear	101534	1	3.8	5.5	A
2011	2	1109049	Álgebra Linear	101534	2	6.5	5.5	A
2011	2	1109049	Álgebra Linear	101534	3	3.5	5.5	A
2011	2	1109049	Álgebra Linear	101253	F	5.3	5.1	A
2011	2	1109049	Álgebra Linear	101253	1	6.3	5.1	A
2011	2	1109049	Álgebra Linear	101253	2	3.3	5.1	A
2011	2	1109049	Álgebra Linear	101253	3	5.5	5.1	A
2011	2	1109049	Álgebra Linear	101130	1	0.5	0.5	R
2011	2	1109049	Álgebra Linear	101130	2	1	0.5	R
2011	2	1109049	Álgebra Linear	101166	1	1.5	0.7	R
2011	2	1109049	Álgebra Linear	101166	2	0	0.7	R
2011	2	1109049	Álgebra Linear	101166	3	0.5	0.7	R
2011	2	1109049	Álgebra Linear	10277	1	4.8	1.8	R
2011	2	1109049	Álgebra Linear	10277	3	0.5	1.8	R
2011	2	1109049	Álgebra Linear	102308	1	5.6	2	R
2011	2	1109049	Álgebra Linear	102308	3	0.5	2	R
2011	2	1109049	Álgebra Linear	102168	1	6	2.4	R
2011	2	1109049	Álgebra Linear	102168	2	4.5	2.4	R
2011	2	1109049	Álgebra Linear	102168	3	1.5	2.4	R
2011	2	1109049	Álgebra Linear	102549	F	4.5	5.5	A
2011	2	1109049	Álgebra Linear	102549	1	6.4	5.5	A
2011	2	1109049	Álgebra Linear	102549	2	5	5.5	A
